country,city,standardConnector,connectorType,durationCharge,durationSession,energy,tariff,cost,meanPower,maxPower,startDate,startTimestamp,weekDayStart,yearStart,hourStart,minuteStart,endDate,endTimestamp,weekDayEnd,yearEnd,hourEnd,minuteEnd,anomaly,class
France,Paris,T3,Rapid,0.89,0.9,15.012,1.18,17.71,16.867,14,17/05/2017 15:45:00+0200,1495028700.0,2,2017.0,15,45,17/05/2017 16:39:00+0200,1495031940.0,2,2017.0,16,39,0,Normal
France,Paris,T3,Rapid,2.1,2.1,16.597,0.74,12.28,7.903,14,20/05/2017 16:51:00+0200,1495291860.0,5,2017.0,16,51,20/05/2017 18:57:00+0200,1495299420.0,5,2017.0,18,57,0,Normal
France,Paris,TE,Rapid,2.15,2.13,6.495,1.12,7.27,3.021,15,16/05/2017 16:47:00+0200,1494946020.0,1,2017.0,16,47,16/05/2017 18:55:00+0200,1494953700.0,1,2017.0,18,55,0,Normal
France,Paris,TE,Rapid,10.53,10.53,29.433,0.0,0.0,2.795,21,14/05/2017 21:42:00+0200,1494790920.0,6,2017.0,21,42,15/05/2017 08:14:00+0200,1494828840.0,0,2017.0,8,14,0,Normal
France,Paris,TE,Rapid,12.35,12.35,9.44,0.54,5.1,0.764,21,16/05/2017 19:37:00+0200,1494956220.0,1,2017.0,19,37,17/05/2017 07:58:00+0200,1495000680.0,2,2017.0,7,58,0,Normal
France,Paris,TE,Rapid,9.19,9.18,13.876,0.24,3.33,1.51,21,17/05/2017 22:38:00+0200,1495053480.0,2,2017.0,22,38,18/05/2017 07:49:00+0200,1495086540.0,3,2017.0,7,49,0,Normal
France,Paris,TE,Rapid,11.1,11.1,30.49,0.0,0.0,2.747,21,18/05/2017 21:14:00+0200,1495134840.0,3,2017.0,21,14,19/05/2017 08:20:00+0200,1495174800.0,4,2017.0,8,20,0,Normal
France,Paris,TE,Rapid,12.71,12.7,9.375,0.0,0.0,0.738,21,19/05/2017 21:15:00+0200,1495221300.0,4,2017.0,21,15,20/05/2017 09:57:00+0200,1495267020.0,5,2017.0,9,57,0,Normal
France,Paris,TE,Rapid,0.03,0.03,5.558,1.2,6.67,185.267,16,28/05/2017 20:35:00+0200,1495996500.0,6,2017.0,20,35,28/05/2017 20:37:00+0200,1495996620.0,6,2017.0,20,37,0,Normal
France,Paris,TE,Rapid,0.02,0.02,0.006,0.0,0.0,0.3,21,20/05/2017 19:03:00+0200,1495299780.0,5,2017.0,19,3,20/05/2017 19:04:00+0200,1495299840.0,5,2017.0,19,4,0,Normal
France,Paris,TE,Rapid,13.39,13.38,6.385,0.0,0.0,0.477,21,20/05/2017 20:51:00+0200,1495306260.0,5,2017.0,20,51,21/05/2017 10:14:00+0200,1495354440.0,6,2017.0,10,14,0,Normal
France,Paris,T2,Rapid,1.01,1.02,11.118,0.39,4.34,11.008,33,13/05/2017 15:52:00+0200,1494683520.0,5,2017.0,15,52,13/05/2017 16:53:00+0200,1494687180.0,5,2017.0,16,53,0,Normal
France,Paris,TE,Rapid,3.78,3.78,5.104,1.1,5.61,1.35,21,05/05/2017 19:03:00+0200,1494003780.0,4,2017.0,19,3,05/05/2017 22:50:00+0200,1494017400.0,4,2017.0,22,50,0,Normal
France,Paris,CCS,Rapid,0.02,0.03,0.0,1.15,0.0,0.0,31,15/05/2017 19:49:00+0200,1494870540.0,0,2017.0,19,49,15/05/2017 19:51:00+0200,1494870660.0,0,2017.0,19,51,0,Normal
France,Paris,CHAdeMO,Rapid,0.5,0.5,6.444,0.0,0.0,12.888,12,06/05/2017 16:21:00+0200,1494080460.0,5,2017.0,16,21,06/05/2017 16:51:00+0200,1494082260.0,5,2017.0,16,51,0,Normal
France,Paris,CHAdeMO,Rapid,0.97,0.97,8.28,0.0,0.0,8.536,32,20/05/2017 19:06:00+0200,1495299960.0,5,2017.0,19,6,20/05/2017 20:04:00+0200,1495303440.0,5,2017.0,20,4,0,Normal
France,Paris,CHAdeMO,Rapid,0.01,0.0,0.0,0.0,0.0,0.0,32,20/05/2017 20:05:00+0200,1495303500.0,5,2017.0,20,5,20/05/2017 20:05:00+0200,1495303500.0,5,2017.0,20,5,0,Normal
France,Paris,T2,Rapid,0.99,1.0,7.602,0.54,4.11,7.679,33,19/05/2017 08:25:00+0200,1495175100.0,4,2017.0,8,25,19/05/2017 09:25:00+0200,1495178700.0,4,2017.0,9,25,0,Normal
France,Paris,TE,Rapid,2.82,2.82,5.299,1.15,6.09,1.879,35,17/05/2017 19:43:00+0200,1495042980.0,2,2017.0,19,43,17/05/2017 22:32:00+0200,1495053120.0,2,2017.0,22,32,0,Normal
France,Paris,TE,Rapid,4.11,4.1,6.232,0.0,0.0,1.516,21,13/05/2017 19:02:00+0200,1494694920.0,5,2017.0,19,2,13/05/2017 23:08:00+0200,1494709680.0,5,2017.0,23,8,0,Normal
France,Paris,TE,Rapid,11.71,11.72,6.292,0.75,4.72,0.537,21,12/05/2017 20:00:00+0200,1494612000.0,4,2017.0,20,0,13/05/2017 07:43:00+0200,1494654180.0,5,2017.0,7,43,0,Normal
France,Paris,T2,Rapid,0.15,0.15,0.655,0.55,0.36,4.367,33,30/05/2017 11:12:00+0200,1496135520.0,1,2017.0,11,12,30/05/2017 11:21:00+0200,1496136060.0,1,2017.0,11,21,0,Normal
France,Paris,CHAdeMO,Rapid,0.05,0.07,0.0,0.0,0.0,0.0,32,30/05/2017 14:29:00+0200,1496147340.0,1,2017.0,14,29,30/05/2017 14:33:00+0200,1496147580.0,1,2017.0,14,33,0,Normal
France,Paris,TE,Rapid,12.49,12.48,35.187,0.54,19.0,2.817,21,04/05/2017 20:03:00+0200,1493920980.0,3,2017.0,20,3,05/05/2017 08:32:00+0200,1493965920.0,4,2017.0,8,32,0,Normal
France,Paris,T2,Rapid,0.19,0.2,2.52,0.44,1.11,13.263,13,30/05/2017 11:25:00+0200,1496136300.0,1,2017.0,11,25,30/05/2017 11:37:00+0200,1496137020.0,1,2017.0,11,37,0,Normal
France,Paris,CHAdeMO,Rapid,0.32,0.32,5.541,0.0,0.0,17.316,32,29/05/2017 11:08:00+0200,1496048880.0,0,2017.0,11,8,29/05/2017 11:27:00+0200,1496050020.0,0,2017.0,11,27,0,Normal
France,Paris,TE,Rapid,10.77,10.77,2.38,0.96,2.28,0.221,21,29/05/2017 21:26:00+0200,1496085960.0,0,2017.0,21,26,30/05/2017 08:12:00+0200,1496124720.0,1,2017.0,8,12,0,Normal
France,Paris,T3,Rapid,0.96,0.95,16.309,0.0,0.0,16.989,14,04/05/2017 17:44:00+0200,1493912640.0,3,2017.0,17,44,04/05/2017 18:41:00+0200,1493916060.0,3,2017.0,18,41,0,Normal
France,Paris,TE,Rapid,11.99,12.0,29.013,0.94,27.27,2.42,21,02/05/2017 20:01:00+0200,1493748060.0,1,2017.0,20,1,03/05/2017 08:01:00+0200,1493791260.0,2,2017.0,8,1,0,Normal
France,Paris,T3,Rapid,0.94,0.93,16.009,0.0,0.0,17.031,14,04/05/2017 16:47:00+0200,1493909220.0,3,2017.0,16,47,04/05/2017 17:43:00+0200,1493912580.0,3,2017.0,17,43,0,Normal
France,Paris,TE,Rapid,9.11,9.1,8.251,0.0,0.0,0.906,21,27/05/2017 22:47:00+0200,1495918020.0,5,2017.0,22,47,28/05/2017 07:53:00+0200,1495950780.0,6,2017.0,7,53,0,Normal
France,Paris,CHAdeMO,Rapid,0.4,0.4,4.119,1.09,4.49,10.297,12,14/05/2017 16:38:00+0200,1494772680.0,6,2017.0,16,38,14/05/2017 17:02:00+0200,1494774120.0,6,2017.0,17,2,0,Normal
France,Paris,CHAdeMO,Rapid,0.22,0.22,2.07,0.93,1.93,9.409,12,14/05/2017 19:57:00+0200,1494784620.0,6,2017.0,19,57,14/05/2017 20:10:00+0200,1494785400.0,6,2017.0,20,10,0,Normal
France,Paris,CHAdeMO,Rapid,1.0,1.0,10.461,0.14,1.46,10.461,12,16/05/2017 13:44:00+0200,1494935040.0,1,2017.0,13,44,16/05/2017 14:44:00+0200,1494938640.0,1,2017.0,14,44,0,Normal
France,Paris,CHAdeMO,Rapid,0.52,0.52,5.556,0.32,1.78,10.685,12,17/05/2017 18:07:00+0200,1495037220.0,2,2017.0,18,7,17/05/2017 18:38:00+0200,1495039080.0,2,2017.0,18,38,0,Normal
France,Paris,TE,Rapid,0.86,0.87,1.624,0.26,0.42,1.888,21,26/05/2017 01:52:00+0200,1495756320.0,4,2017.0,1,52,26/05/2017 02:44:00+0200,1495759440.0,4,2017.0,2,44,0,Normal
France,Paris,T3,Rapid,0.74,0.73,10.014,0.94,9.41,13.532,14,27/05/2017 03:08:00+0200,1495847280.0,5,2017.0,3,8,27/05/2017 03:52:00+0200,1495849920.0,5,2017.0,3,52,0,Normal
France,Paris,T3,Rapid,0.36,0.37,1.191,0.0,0.0,3.308,14,23/05/2017 09:03:00+0200,1495522980.0,1,2017.0,9,3,23/05/2017 09:25:00+0200,1495524300.0,1,2017.0,9,25,0,Normal
France,Paris,T3,Rapid,0.98,0.97,11.647,0.0,0.0,11.885,14,21/05/2017 02:57:00+0200,1495328220.0,6,2017.0,2,57,21/05/2017 03:55:00+0200,1495331700.0,6,2017.0,3,55,0,Normal
France,Paris,CCS,Rapid,0.07,0.07,0.0,0.0,0.0,0.0,11,03/05/2017 16:33:00+0200,1493821980.0,2,2017.0,16,33,03/05/2017 16:37:00+0200,1493822220.0,2,2017.0,16,37,0,Normal
France,Paris,T2,Rapid,0.99,0.98,15.202,0.0,0.0,15.356,13,16/05/2017 12:43:00+0200,1494931380.0,1,2017.0,12,43,16/05/2017 13:42:00+0200,1494934920.0,1,2017.0,13,42,0,Normal
France,Paris,T2,Rapid,0.58,0.58,3.489,1.27,4.43,6.016,13,27/05/2017 19:14:00+0200,1495905240.0,5,2017.0,19,14,27/05/2017 19:49:00+0200,1495907340.0,5,2017.0,19,49,0,Normal
France,Paris,T2,Rapid,0.99,0.98,16.351,1.07,17.5,16.516,13,17/05/2017 22:33:00+0200,1495053180.0,2,2017.0,22,33,17/05/2017 23:32:00+0200,1495056720.0,2,2017.0,23,32,0,Normal
France,Paris,T2,Rapid,0.99,0.98,15.355,0.0,0.0,15.51,13,19/05/2017 05:51:00+0200,1495165860.0,4,2017.0,5,51,19/05/2017 06:50:00+0200,1495169400.0,4,2017.0,6,50,0,Normal
France,Paris,T2,Rapid,0.94,0.93,17.35,0.0,0.0,18.457,13,20/05/2017 12:53:00+0200,1495277580.0,5,2017.0,12,53,20/05/2017 13:49:00+0200,1495280940.0,5,2017.0,13,49,0,Normal
France,Paris,T2,Rapid,0.99,0.98,10.847,0.0,0.0,10.957,13,20/05/2017 14:35:00+0200,1495283700.0,5,2017.0,14,35,20/05/2017 15:34:00+0200,1495287240.0,5,2017.0,15,34,0,Normal
France,Paris,T2,Rapid,0.24,0.25,4.228,0.57,2.41,17.617,13,27/05/2017 18:56:00+0200,1495904160.0,5,2017.0,18,56,27/05/2017 19:11:00+0200,1495905060.0,5,2017.0,19,11,0,Normal
France,Paris,T2,Rapid,0.79,0.78,12.835,0.0,0.0,16.247,13,26/05/2017 23:06:00+0200,1495832760.0,4,2017.0,23,6,26/05/2017 23:53:00+0200,1495835580.0,4,2017.0,23,53,0,Normal
France,Paris,T2,Rapid,0.99,0.98,14.662,0.0,0.0,14.81,13,26/05/2017 08:22:00+0200,1495779720.0,4,2017.0,8,22,26/05/2017 09:21:00+0200,1495783260.0,4,2017.0,9,21,0,Normal
France,Paris,T2,Rapid,0.85,0.85,6.487,0.0,0.0,7.632,13,24/05/2017 16:36:00+0200,1495636560.0,2,2017.0,16,36,24/05/2017 17:27:00+0200,1495639620.0,2,2017.0,17,27,0,Normal
France,Paris,T2,Rapid,0.88,0.88,15.813,0.45,7.12,17.969,13,24/05/2017 15:42:00+0200,1495633320.0,2,2017.0,15,42,24/05/2017 16:35:00+0200,1495636500.0,2,2017.0,16,35,0,Normal
France,Paris,CHAdeMO,Rapid,0.01,0.02,0.0,0.49,0.0,0.0,12,09/05/2017 09:05:00+0200,1494313500.0,1,2017.0,9,5,09/05/2017 09:06:00+0200,1494313560.0,1,2017.0,9,6,0,Normal
France,Paris,CHAdeMO,Rapid,0.03,0.03,0.0,0.22,0.0,0.0,12,13/05/2017 11:22:00+0200,1494667320.0,5,2017.0,11,22,13/05/2017 11:24:00+0200,1494667440.0,5,2017.0,11,24,0,Normal
France,Paris,T2,Rapid,1.0,1.0,6.105,1.3,7.94,6.105,13,20/05/2017 17:32:00+0200,1495294320.0,5,2017.0,17,32,20/05/2017 18:32:00+0200,1495297920.0,5,2017.0,18,32,0,Normal
France,Paris,CCS,Rapid,0.42,0.43,0.066,0.0,0.0,0.157,11,03/05/2017 16:37:00+0200,1493822220.0,2,2017.0,16,37,03/05/2017 17:03:00+0200,1493823780.0,2,2017.0,17,3,0,Normal
France,Paris,T3,Rapid,0.8,0.82,13.499,0.69,9.31,16.874,14,11/05/2017 15:15:00+0200,1494508500.0,3,2017.0,15,15,11/05/2017 16:04:00+0200,1494511440.0,3,2017.0,16,4,0,Normal
France,Paris,T3,Rapid,0.72,0.72,8.089,0.89,7.2,11.235,14,13/05/2017 03:02:00+0200,1494637320.0,5,2017.0,3,2,13/05/2017 03:45:00+0200,1494639900.0,5,2017.0,3,45,0,Normal
France,Paris,T3,Rapid,0.99,1.0,18.334,0.58,10.63,18.519,14,16/05/2017 19:00:00+0200,1494954000.0,1,2017.0,19,0,16/05/2017 20:00:00+0200,1494957600.0,1,2017.0,20,0,0,Normal
France,Paris,T3,Rapid,0.73,0.72,8.845,0.45,3.98,12.116,14,20/05/2017 02:59:00+0200,1495241940.0,5,2017.0,2,59,20/05/2017 03:42:00+0200,1495244520.0,5,2017.0,3,42,0,Normal
France,Paris,CCS,Rapid,0.02,0.03,0.0,0.62,0.0,0.0,11,05/05/2017 12:19:00+0200,1493979540.0,4,2017.0,12,19,05/05/2017 12:21:00+0200,1493979660.0,4,2017.0,12,21,0,Normal
France,Paris,CHAdeMO,Rapid,0.99,1.0,9.675,0.29,2.81,9.773,12,13/05/2017 11:24:00+0200,1494667440.0,5,2017.0,11,24,13/05/2017 12:24:00+0200,1494671040.0,5,2017.0,12,24,0,Normal
France,Paris,T2,Rapid,0.74,0.73,12.469,0.0,0.0,16.85,13,23/05/2017 14:04:00+0200,1495541040.0,1,2017.0,14,4,23/05/2017 14:48:00+0200,1495543680.0,1,2017.0,14,48,0,Normal
France,Paris,T2,Rapid,0.7,0.7,12.986,0.0,0.0,18.551,13,22/05/2017 15:47:00+0200,1495460820.0,0,2017.0,15,47,22/05/2017 16:29:00+0200,1495463340.0,0,2017.0,16,29,0,Normal
France,Paris,TE,Rapid,3.86,3.85,7.625,0.62,4.73,1.975,21,10/05/2017 20:13:00+0200,1494439980.0,2,2017.0,20,13,11/05/2017 00:04:00+0200,1494453840.0,3,2017.0,0,4,0,Normal
France,Paris,CHAdeMO,Rapid,0.02,0.03,0.0,0.45,0.0,0.0,32,07/05/2017 16:26:00+0200,1494167160.0,6,2017.0,16,26,07/05/2017 16:28:00+0200,1494167280.0,6,2017.0,16,28,0,Normal
France,Paris,CCS,Rapid,0.03,0.02,0.0,0.0,0.0,0.0,11,05/05/2017 12:24:00+0200,1493979840.0,4,2017.0,12,24,05/05/2017 12:25:00+0200,1493979900.0,4,2017.0,12,25,0,Normal
France,Paris,CHAdeMO,Rapid,0.73,0.73,6.777,0.0,0.0,9.284,12,02/05/2017 13:55:00+0200,1493726100.0,1,2017.0,13,55,02/05/2017 14:39:00+0200,1493728740.0,1,2017.0,14,39,0,Normal
France,Paris,CHAdeMO,Rapid,0.83,0.83,8.037,0.0,0.0,9.683,12,13/05/2017 12:28:00+0200,1494671280.0,5,2017.0,12,28,13/05/2017 13:18:00+0200,1494674280.0,5,2017.0,13,18,0,Normal
France,Paris,CHAdeMO,Rapid,0.54,0.55,9.561,1.05,10.04,17.706,32,07/05/2017 16:52:00+0200,1494168720.0,6,2017.0,16,52,07/05/2017 17:25:00+0200,1494170700.0,6,2017.0,17,25,0,Normal
France,Paris,CHAdeMO,Rapid,0.34,0.35,1.035,0.0,0.0,3.044,12,02/05/2017 14:39:00+0200,1493728740.0,1,2017.0,14,39,02/05/2017 15:00:00+0200,1493730000.0,1,2017.0,15,0,0,Normal
France,Paris,CHAdeMO,Rapid,0.48,0.48,4.644,0.5,2.32,9.675,12,30/05/2017 12:51:00+0200,1496141460.0,1,2017.0,12,51,30/05/2017 13:20:00+0200,1496143200.0,1,2017.0,13,20,0,Normal
France,Paris,CHAdeMO,Rapid,0.06,0.07,0.0,0.0,0.0,0.0,12,28/05/2017 15:08:00+0200,1495976880.0,6,2017.0,15,8,28/05/2017 15:12:00+0200,1495977120.0,6,2017.0,15,12,0,Normal
France,Paris,CHAdeMO,Rapid,0.04,0.03,0.0,0.11,0.0,0.0,12,27/05/2017 15:57:00+0200,1495893420.0,5,2017.0,15,57,27/05/2017 15:59:00+0200,1495893540.0,5,2017.0,15,59,0,Normal
France,Paris,CHAdeMO,Rapid,0.02,0.02,0.0,0.0,0.0,0.0,12,27/05/2017 15:30:00+0200,1495891800.0,5,2017.0,15,30,27/05/2017 15:31:00+0200,1495891860.0,5,2017.0,15,31,0,Normal
France,Paris,CHAdeMO,Rapid,0.51,0.5,4.239,0.73,3.09,8.312,12,13/05/2017 13:28:00+0200,1494674880.0,5,2017.0,13,28,13/05/2017 13:58:00+0200,1494676680.0,5,2017.0,13,58,0,Normal
France,Paris,T2,Rapid,0.99,1.0,16.672,0.86,14.34,16.84,13,01/05/2017 23:31:00+0200,1493674260.0,0,2017.0,23,31,02/05/2017 00:31:00+0200,1493677860.0,1,2017.0,0,31,0,Normal
France,Paris,T2,Rapid,0.99,0.98,14.815,0.0,0.0,14.965,13,08/05/2017 12:09:00+0200,1494238140.0,0,2017.0,12,9,08/05/2017 13:08:00+0200,1494241680.0,0,2017.0,13,8,0,Normal
France,Paris,T2,Rapid,0.48,0.48,9.147,0.2,1.83,19.056,13,08/05/2017 22:38:00+0200,1494275880.0,0,2017.0,22,38,08/05/2017 23:07:00+0200,1494277620.0,0,2017.0,23,7,0,Normal
France,Paris,CHAdeMO,Rapid,0.05,0.07,0.0,0.53,0.0,0.0,12,22/05/2017 23:01:00+0200,1495486860.0,0,2017.0,23,1,22/05/2017 23:05:00+0200,1495487100.0,0,2017.0,23,5,0,Normal
France,Paris,CHAdeMO,Rapid,0.48,0.48,4.71,0.0,0.0,9.812,12,13/05/2017 14:21:00+0200,1494678060.0,5,2017.0,14,21,13/05/2017 14:50:00+0200,1494679800.0,5,2017.0,14,50,0,Normal
France,Paris,CHAdeMO,Rapid,0.66,0.65,7.068,1.03,7.28,10.709,12,21/05/2017 15:49:00+0200,1495374540.0,6,2017.0,15,49,21/05/2017 16:28:00+0200,1495376880.0,6,2017.0,16,28,0,Normal
France,Paris,CCS,Rapid,0.02,0.02,0.0,0.0,0.0,0.0,11,22/05/2017 23:15:00+0200,1495487700.0,0,2017.0,23,15,22/05/2017 23:16:00+0200,1495487760.0,0,2017.0,23,16,0,Normal
France,Paris,T2,Rapid,0.99,1.0,15.058,0.0,0.0,15.21,13,09/05/2017 11:04:00+0200,1494320640.0,1,2017.0,11,4,09/05/2017 12:04:00+0200,1494324240.0,1,2017.0,12,4,0,Normal
France,Paris,T2,Rapid,0.99,0.98,16.486,0.36,5.93,16.653,13,12/05/2017 11:15:00+0200,1494580500.0,4,2017.0,11,15,12/05/2017 12:14:00+0200,1494584040.0,4,2017.0,12,14,0,Normal
France,Paris,T2,Rapid,0.89,0.88,11.854,0.68,8.06,13.319,13,12/05/2017 19:10:00+0200,1494609000.0,4,2017.0,19,10,12/05/2017 20:03:00+0200,1494612180.0,4,2017.0,20,3,0,Normal
France,Paris,T2,Rapid,0.99,0.98,18.097,0.0,0.0,18.28,13,04/05/2017 10:45:00+0200,1493887500.0,3,2017.0,10,45,04/05/2017 11:44:00+0200,1493891040.0,3,2017.0,11,44,0,Normal
France,Paris,T2,Rapid,0.99,0.98,16.097,0.8,12.88,16.26,13,06/05/2017 12:36:00+0200,1494066960.0,5,2017.0,12,36,06/05/2017 13:35:00+0200,1494070500.0,5,2017.0,13,35,0,Normal
France,Paris,T3,Rapid,0.99,0.98,18.446,0.0,0.0,18.632,14,03/05/2017 19:04:00+0200,1493831040.0,2,2017.0,19,4,03/05/2017 20:03:00+0200,1493834580.0,2,2017.0,20,3,0,Normal
France,Paris,CHAdeMO,Rapid,0.15,0.15,1.164,0.0,0.0,7.76,12,19/05/2017 09:14:00+0200,1495178040.0,4,2017.0,9,14,19/05/2017 09:23:00+0200,1495178580.0,4,2017.0,9,23,0,Normal
France,Paris,CHAdeMO,Rapid,0.48,0.48,5.184,0.42,2.18,10.8,12,13/05/2017 15:54:00+0200,1494683640.0,5,2017.0,15,54,13/05/2017 16:23:00+0200,1494685380.0,5,2017.0,16,23,0,Normal
France,Paris,T2,Rapid,1.0,0.98,16.22,0.38,6.16,16.22,13,30/05/2017 11:29:00+0200,1496136540.0,1,2017.0,11,29,30/05/2017 12:28:00+0200,1496140080.0,1,2017.0,12,28,0,Normal
France,Paris,TE,Rapid,3.16,3.17,7.269,0.0,0.0,2.3,21,06/05/2017 20:41:00+0200,1494096060.0,5,2017.0,20,41,06/05/2017 23:51:00+0200,1494107460.0,5,2017.0,23,51,0,Normal
France,Paris,T2,Rapid,1.0,0.98,14.078,0.23,3.24,14.078,13,28/05/2017 11:20:00+0200,1495963200.0,6,2017.0,11,20,28/05/2017 12:19:00+0200,1495966740.0,6,2017.0,12,19,0,Normal
France,Paris,CHAdeMO,Rapid,0.48,0.48,8.358,0.0,0.0,17.413,32,06/05/2017 16:25:00+0200,1494080700.0,5,2017.0,16,25,06/05/2017 16:54:00+0200,1494082440.0,5,2017.0,16,54,0,Normal
France,Paris,CCS,Rapid,0.88,0.88,16.368,0.16,2.62,18.6,11,01/05/2017 16:37:00+0200,1493649420.0,0,2017.0,16,37,01/05/2017 17:30:00+0200,1493652600.0,0,2017.0,17,30,0,Normal
France,Paris,CCS,Rapid,0.36,0.37,3.927,0.14,0.55,10.908,11,01/05/2017 17:30:00+0200,1493652600.0,0,2017.0,17,30,01/05/2017 17:52:00+0200,1493653920.0,0,2017.0,17,52,0,Normal
France,Paris,CHAdeMO,Rapid,0.55,0.55,8.007,0.9,7.21,14.558,12,02/05/2017 17:10:00+0200,1493737800.0,1,2017.0,17,10,02/05/2017 17:43:00+0200,1493739780.0,1,2017.0,17,43,0,Normal
France,Paris,CHAdeMO,Rapid,1.04,1.03,12.171,0.0,0.0,11.703,12,05/05/2017 02:58:00+0200,1493945880.0,4,2017.0,2,58,05/05/2017 04:00:00+0200,1493949600.0,4,2017.0,4,0,0,Normal
France,Paris,T2,Rapid,0.07,0.07,0.942,0.27,0.25,13.457,13,01/05/2017 12:02:00+0200,1493632920.0,0,2017.0,12,2,01/05/2017 12:06:00+0200,1493633160.0,0,2017.0,12,6,0,Normal
France,Paris,T2,Rapid,0.04,0.03,0.504,0.38,0.19,12.6,13,01/05/2017 12:09:00+0200,1493633340.0,0,2017.0,12,9,01/05/2017 12:11:00+0200,1493633460.0,0,2017.0,12,11,0,Normal
France,Paris,T2,Rapid,1.17,1.17,4.294,0.0,0.0,3.67,13,03/05/2017 09:16:00+0200,1493795760.0,2,2017.0,9,16,03/05/2017 10:26:00+0200,1493799960.0,2,2017.0,10,26,0,Normal
France,Paris,T2,Rapid,0.94,0.95,4.073,0.0,0.0,4.333,13,03/05/2017 10:26:00+0200,1493799960.0,2,2017.0,10,26,03/05/2017 11:23:00+0200,1493803380.0,2,2017.0,11,23,0,Normal
France,Paris,T2,Rapid,0.98,0.98,3.707,0.76,2.82,3.783,13,03/05/2017 11:23:00+0200,1493803380.0,2,2017.0,11,23,03/05/2017 12:22:00+0200,1493806920.0,2,2017.0,12,22,0,Normal
France,Paris,T2,Rapid,1.08,1.08,4.687,0.0,0.0,4.34,13,03/05/2017 12:25:00+0200,1493807100.0,2,2017.0,12,25,03/05/2017 13:30:00+0200,1493811000.0,2,2017.0,13,30,0,Normal
France,Paris,TE,Rapid,11.11,11.12,11.107,0.0,0.0,1.0,21,01/05/2017 20:13:00+0200,1493662380.0,0,2017.0,20,13,02/05/2017 07:20:00+0200,1493702400.0,1,2017.0,7,20,0,Normal
France,Paris,TE,Rapid,11.16,11.15,16.5,0.0,0.0,1.478,21,02/05/2017 20:08:00+0200,1493748480.0,1,2017.0,20,8,03/05/2017 07:17:00+0200,1493788620.0,2,2017.0,7,17,0,Normal
France,Paris,TE,Rapid,11.79,11.8,10.753,0.0,0.0,0.912,21,03/05/2017 20:00:00+0200,1493834400.0,2,2017.0,20,0,04/05/2017 07:48:00+0200,1493876880.0,3,2017.0,7,48,0,Normal
France,Paris,TE,Rapid,0.11,0.12,0.0,0.0,0.0,0.0,21,04/05/2017 18:01:00+0200,1493913660.0,3,2017.0,18,1,04/05/2017 18:08:00+0200,1493914080.0,3,2017.0,18,8,0,Normal
France,Paris,TE,Rapid,1.13,1.13,3.176,0.0,0.0,2.811,21,04/05/2017 18:08:00+0200,1493914080.0,3,2017.0,18,8,04/05/2017 19:16:00+0200,1493918160.0,3,2017.0,19,16,0,Normal
France,Paris,TE,Rapid,1.15,1.17,3.24,1.29,4.18,2.817,21,04/05/2017 19:16:00+0200,1493918160.0,3,2017.0,19,16,04/05/2017 20:26:00+0200,1493922360.0,3,2017.0,20,26,0,Normal
France,Paris,TE,Rapid,10.27,10.27,20.193,0.55,11.11,1.966,21,04/05/2017 20:26:00+0200,1493922360.0,3,2017.0,20,26,05/05/2017 06:42:00+0200,1493959320.0,4,2017.0,6,42,0,Normal
France,Paris,TE,Rapid,0.26,0.25,0.439,0.0,0.0,1.688,21,05/05/2017 07:10:00+0200,1493961000.0,4,2017.0,7,10,05/05/2017 07:25:00+0200,1493961900.0,4,2017.0,7,25,0,Normal
France,Paris,TE,Rapid,14.26,14.27,6.425,0.27,1.73,0.451,21,05/05/2017 19:53:00+0200,1494006780.0,4,2017.0,19,53,06/05/2017 10:09:00+0200,1494058140.0,5,2017.0,10,9,0,Normal
France,Paris,TE,Rapid,2.49,2.5,7.098,0.0,0.0,2.851,21,06/05/2017 19:51:00+0200,1494093060.0,5,2017.0,19,51,06/05/2017 22:21:00+0200,1494102060.0,5,2017.0,22,21,0,Normal
France,Paris,CCS,Rapid,0.02,0.02,0.0,0.0,0.0,0.0,31,01/05/2017 16:43:00+0200,1493649780.0,0,2017.0,16,43,01/05/2017 16:44:00+0200,1493649840.0,0,2017.0,16,44,0,Normal
France,Paris,CCS,Rapid,0.97,0.98,12.132,0.0,0.0,12.507,31,01/05/2017 16:45:00+0200,1493649900.0,0,2017.0,16,45,01/05/2017 17:44:00+0200,1493653440.0,0,2017.0,17,44,0,Normal
France,Paris,CHAdeMO,Rapid,0.83,0.83,15.645,0.0,0.0,18.849,32,01/05/2017 00:33:00+0200,1493591580.0,0,2017.0,0,33,01/05/2017 01:23:00+0200,1493594580.0,0,2017.0,1,23,0,Normal
France,Paris,CHAdeMO,Rapid,0.4,0.4,5.841,0.0,0.0,14.602,32,03/05/2017 11:05:00+0200,1493802300.0,2,2017.0,11,5,03/05/2017 11:29:00+0200,1493803740.0,2,2017.0,11,29,0,Normal
France,Paris,CHAdeMO,Rapid,0.32,0.33,3.501,0.67,2.35,10.941,32,04/05/2017 07:20:00+0200,1493875200.0,3,2017.0,7,20,04/05/2017 07:40:00+0200,1493876400.0,3,2017.0,7,40,0,Normal
France,Paris,T2,Rapid,0.25,0.25,3.689,0.0,0.0,14.756,33,12/05/2017 16:28:00+0200,1494599280.0,4,2017.0,16,28,12/05/2017 16:43:00+0200,1494600180.0,4,2017.0,16,43,0,Normal
