country,city,connectorType,durationCharge,durationSession,energy,tariff,cost,meanPower,maxPower,startDate,startTimestamp,weekDayStart,yearStart,hourStart,minuteStart,endDate,endTimestamp,weekDayEnd,yearEnd,hourEnd,minuteEnd,anomaly,class
UK,Perth,Rapid,0.22,0.22,8.183,0.72,5.89,37.195,50.0,01/01/2019 01:38:00,1546303080.0,1,2019.0,1,38,01/01/2019 01:51:00,1546303860.0,1,2019.0,1,51,0,Normal
UK,Blairgowrie,Rapid,0.6,0.6,18.91,0.27,5.11,31.517,50.0,01/01/2019 07:00:00,1546322400.0,1,2019.0,7,0,01/01/2019 07:36:00,1546324560.0,1,2019.0,7,36,0,Normal
UK,Kinross,Rapid,1.0,1.0,11.21,0.58,6.5,11.21,50.0,01/01/2019 07:19:00,1546323540.0,1,2019.0,7,19,01/01/2019 08:19:00,1546327140.0,1,2019.0,8,19,0,Normal
UK,Perth,Rapid,0.45,0.45,7.46,0.0,0.0,16.578,50.0,01/01/2019 08:24:00,1546327440.0,1,2019.0,8,24,01/01/2019 08:51:00,1546329060.0,1,2019.0,8,51,0,Normal
UK,Pitlochry,Rapid,0.32,0.32,10.24,0.0,0.0,32.0,50.0,01/01/2019 08:29:00,1546327740.0,1,2019.0,8,29,01/01/2019 08:48:00,1546328880.0,1,2019.0,8,48,0,Normal
UK,Perth,Fast,1.0,1.0,15.47,0.0,0.0,15.47,22.0,01/01/2019 08:50:00,1546329000.0,1,2019.0,8,50,01/01/2019 09:50:00,1546332600.0,1,2019.0,9,50,0,Normal
UK,Blairgowrie,Rapid,0.42,0.42,7.97,0.0,0.0,18.976,50.0,01/01/2019 09:19:00,1546330740.0,1,2019.0,9,19,01/01/2019 09:44:00,1546332240.0,1,2019.0,9,44,0,Normal
UK,Kinross,Rapid,1.82,1.82,23.862,1.3,31.02,13.111,50.0,01/01/2019 10:11:00,1546333860.0,1,2019.0,10,11,01/01/2019 12:00:00,1546340400.0,1,2019.0,12,0,0,Normal
UK,Perth,Rapid,0.37,0.37,12.78,0.25,3.19,34.541,50.0,01/01/2019 10:36:00,1546335360.0,1,2019.0,10,36,01/01/2019 10:58:00,1546336680.0,1,2019.0,10,58,0,Normal
UK,Perth,Fast,0.85,0.85,13.247,0.0,0.0,15.585,22.0,01/01/2019 10:52:00,1546336320.0,1,2019.0,10,52,01/01/2019 11:43:00,1546339380.0,1,2019.0,11,43,0,Normal
UK,Kinross,Rapid,0.77,0.77,8.73,0.0,0.0,11.338,50.0,01/01/2019 10:54:00,1546336440.0,1,2019.0,10,54,01/01/2019 11:40:00,1546339200.0,1,2019.0,11,40,0,Normal
UK,Dunkeld,Rapid,0.33,0.33,5.23,1.1,5.75,15.848,50.0,01/01/2019 11:12:00,1546337520.0,1,2019.0,11,12,01/01/2019 11:32:00,1546338720.0,1,2019.0,11,32,0,Normal
UK,Perth,Fast,0.67,0.67,14.277,0.84,11.99,21.309,22.0,01/01/2019 12:19:00,1546341540.0,1,2019.0,12,19,01/01/2019 12:59:00,1546343940.0,1,2019.0,12,59,0,Normal
UK,Blairgowrie,Rapid,1.57,1.57,23.284,1.1,25.61,14.831,50.0,01/01/2019 12:19:00,1546341540.0,1,2019.0,12,19,01/01/2019 13:53:00,1546347180.0,1,2019.0,13,53,0,Normal
UK,Perth,Fast,0.95,0.95,3.247,0.96,3.12,3.418,22.0,01/01/2019 12:22:00,1546341720.0,1,2019.0,12,22,01/01/2019 13:19:00,1546345140.0,1,2019.0,13,19,0,Normal
UK,Perth,Rapid,0.43,0.43,17.95,0.38,6.82,41.744,50.0,01/01/2019 13:08:00,1546344480.0,1,2019.0,13,8,01/01/2019 13:34:00,1546346040.0,1,2019.0,13,34,0,Normal
UK,Auchterarder,Rapid,0.38,0.38,11.54,0.3,3.46,30.368,50.0,01/01/2019 13:18:00,1546345080.0,1,2019.0,13,18,01/01/2019 13:41:00,1546346460.0,1,2019.0,13,41,0,Normal
UK,Perth,Rapid,0.35,0.35,10.38,0.95,9.86,29.657,50.0,01/01/2019 13:54:00,1546347240.0,1,2019.0,13,54,01/01/2019 14:15:00,1546348500.0,1,2019.0,14,15,0,Normal
UK,Perth,Rapid,0.2,0.2,8.67,0.23,1.99,43.35,50.0,01/01/2019 13:57:00,1546347420.0,1,2019.0,13,57,01/01/2019 14:09:00,1546348140.0,1,2019.0,14,9,0,Normal
UK,Blairgowrie,Rapid,0.25,0.25,9.6,0.0,0.0,38.4,50.0,01/01/2019 14:04:00,1546347840.0,1,2019.0,14,4,01/01/2019 14:19:00,1546348740.0,1,2019.0,14,19,0,Normal
UK,Crieff,Rapid,0.55,0.55,21.43,0.43,9.21,38.964,50.0,01/01/2019 14:06:00,1546347960.0,1,2019.0,14,6,01/01/2019 14:39:00,1546349940.0,1,2019.0,14,39,0,Normal
UK,Dunkeld,Rapid,1.27,1.27,19.96,1.05,20.96,15.717,50.0,01/01/2019 14:18:00,1546348680.0,1,2019.0,14,18,01/01/2019 15:34:00,1546353240.0,1,2019.0,15,34,0,Normal
UK,Pitlochry,Rapid,1.18,1.18,11.361,0.0,0.0,9.628,50.0,01/01/2019 14:20:00,1546348800.0,1,2019.0,14,20,01/01/2019 15:31:00,1546353060.0,1,2019.0,15,31,0,Normal
UK,Blairgowrie,Rapid,0.35,0.35,11.771,0.26,3.06,33.631,50.0,01/01/2019 14:42:00,1546350120.0,1,2019.0,14,42,01/01/2019 15:03:00,1546351380.0,1,2019.0,15,3,0,Normal
UK,Kinross,Rapid,0.32,0.32,5.64,0.0,0.0,17.625,50.0,01/01/2019 15:03:00,1546351380.0,1,2019.0,15,3,01/01/2019 15:22:00,1546352520.0,1,2019.0,15,22,0,Normal
UK,Perth,Rapid,0.17,0.17,3.65,0.63,2.3,21.471,50.0,01/01/2019 15:07:00,1546351620.0,1,2019.0,15,7,01/01/2019 15:17:00,1546352220.0,1,2019.0,15,17,0,Normal
UK,Kinross,Rapid,0.37,0.37,12.71,0.0,0.0,34.351,50.0,01/01/2019 15:11:00,1546351860.0,1,2019.0,15,11,01/01/2019 15:33:00,1546353180.0,1,2019.0,15,33,0,Normal
UK,Perth,Rapid,0.72,0.72,10.2,0.0,0.0,14.167,50.0,01/01/2019 15:15:00,1546352100.0,1,2019.0,15,15,01/01/2019 15:58:00,1546354680.0,1,2019.0,15,58,0,Normal
UK,Perth,Fast,0.7,0.7,2.94,1.08,3.18,4.2,22.0,01/01/2019 15:20:00,1546352400.0,1,2019.0,15,20,01/01/2019 16:02:00,1546354920.0,1,2019.0,16,2,0,Normal
UK,Pitlochry,Rapid,0.57,0.57,19.65,0.14,2.75,34.474,50.0,01/01/2019 15:44:00,1546353840.0,1,2019.0,15,44,01/01/2019 16:18:00,1546355880.0,1,2019.0,16,18,0,Normal
UK,Perth,Rapid,0.88,0.88,38.44,0.7,26.91,43.682,50.0,01/01/2019 15:46:00,1546353960.0,1,2019.0,15,46,01/01/2019 16:39:00,1546357140.0,1,2019.0,16,39,0,Normal
UK,Kinross,Rapid,0.5,0.5,13.53,0.0,0.0,27.06,50.0,01/01/2019 16:06:00,1546355160.0,1,2019.0,16,6,01/01/2019 16:36:00,1546356960.0,1,2019.0,16,36,0,Normal
UK,Perth,Fast,2.13,2.13,8.946,0.85,7.6,4.2,22.0,01/01/2019 16:27:00,1546356420.0,1,2019.0,16,27,01/01/2019 18:35:00,1546364100.0,1,2019.0,18,35,0,Normal
UK,Kinross,Rapid,0.18,0.18,7.36,0.56,4.12,40.889,50.0,01/01/2019 16:31:00,1546356660.0,1,2019.0,16,31,01/01/2019 16:42:00,1546357320.0,1,2019.0,16,42,0,Normal
UK,Kinross,Rapid,0.02,0.02,0.033,1.25,0.04,1.65,50.0,01/01/2019 16:42:00,1546357320.0,1,2019.0,16,42,01/01/2019 16:43:00,1546357380.0,1,2019.0,16,43,0,Normal
UK,Perth,Fast,0.32,0.32,4.67,1.02,4.76,14.594,22.0,01/01/2019 17:13:00,1546359180.0,1,2019.0,17,13,01/01/2019 17:32:00,1546360320.0,1,2019.0,17,32,0,Normal
UK,Kinross,Rapid,16.7,16.7,20.413,0.3,6.12,1.222,50.0,01/01/2019 18:39:00,1546364340.0,1,2019.0,18,39,02/01/2019 11:21:00,1546424460.0,2,2019.0,11,21,0,Normal
UK,Perth,Rapid,0.02,0.02,0.15,0.77,0.12,7.5,50.0,01/01/2019 19:32:00,1546367520.0,1,2019.0,19,32,01/01/2019 19:33:00,1546367580.0,1,2019.0,19,33,0,Normal
UK,Perth,Rapid,0.47,0.47,5.18,0.0,0.0,11.021,50.0,01/01/2019 19:34:00,1546367640.0,1,2019.0,19,34,01/01/2019 20:02:00,1546369320.0,1,2019.0,20,2,0,Normal
UK,Perth,Fast,14.12,14.12,8.496,0.0,0.0,0.602,22.0,01/01/2019 20:19:00,1546370340.0,1,2019.0,20,19,02/01/2019 10:26:00,1546421160.0,2,2019.0,10,26,0,Normal
UK,Aberfeldy,Fast,15.57,15.57,10.525,0.42,4.42,0.676,22.0,01/01/2019 20:26:00,1546370760.0,1,2019.0,20,26,02/01/2019 12:00:00,1546426800.0,2,2019.0,12,0,0,Normal
UK,Kinross,Rapid,0.5,0.5,13.74,1.11,15.25,27.48,50.0,02/01/2019 07:28:00,1546410480.0,2,2019.0,7,28,02/01/2019 07:58:00,1546412280.0,2,2019.0,7,58,0,Normal
UK,Perth,Rapid,0.45,0.45,19.82,0.48,9.51,44.044,50.0,02/01/2019 08:13:00,1546413180.0,2,2019.0,8,13,02/01/2019 08:40:00,1546414800.0,2,2019.0,8,40,0,Normal
UK,Pitlochry,Rapid,0.58,0.58,17.53,0.98,17.18,30.224,50.0,02/01/2019 09:18:00,1546417080.0,2,2019.0,9,18,02/01/2019 09:53:00,1546419180.0,2,2019.0,9,53,0,Normal
UK,Auchterarder,Rapid,0.95,0.95,27.16,0.78,21.18,28.589,50.0,02/01/2019 09:31:00,1546417860.0,2,2019.0,9,31,02/01/2019 10:28:00,1546421280.0,2,2019.0,10,28,0,Normal
UK,Perth,Rapid,0.3,0.3,3.932,0.0,0.0,13.107,50.0,02/01/2019 09:38:00,1546418280.0,2,2019.0,9,38,02/01/2019 09:56:00,1546419360.0,2,2019.0,9,56,0,Normal
UK,Kinross,Rapid,0.13,0.13,1.78,0.57,1.01,13.692,50.0,02/01/2019 09:39:00,1546418340.0,2,2019.0,9,39,02/01/2019 09:47:00,1546418820.0,2,2019.0,9,47,0,Normal
UK,Kinross,Rapid,1.68,1.68,15.09,0.0,0.0,8.982,50.0,02/01/2019 09:52:00,1546419120.0,2,2019.0,9,52,02/01/2019 11:33:00,1546425180.0,2,2019.0,11,33,0,Normal
UK,Auchterarder,Rapid,0.05,0.05,0.311,0.31,0.1,6.22,50.0,02/01/2019 09:59:00,1546419540.0,2,2019.0,9,59,02/01/2019 10:02:00,1546419720.0,2,2019.0,10,2,0,Normal
UK,Pitlochry,Rapid,0.17,0.17,6.84,0.13,0.89,40.235,50.0,02/01/2019 10:23:00,1546420980.0,2,2019.0,10,23,02/01/2019 10:33:00,1546421580.0,2,2019.0,10,33,0,Normal
UK,Auchterarder,Rapid,1.02,1.02,11.58,0.38,4.4,11.353,50.0,02/01/2019 10:29:00,1546421340.0,2,2019.0,10,29,02/01/2019 11:30:00,1546425000.0,2,2019.0,11,30,0,Normal
UK,Blairgowrie,Rapid,0.5,0.5,9.37,0.0,0.0,18.74,50.0,02/01/2019 10:35:00,1546421700.0,2,2019.0,10,35,02/01/2019 11:05:00,1546423500.0,2,2019.0,11,5,0,Normal
UK,Perth,Fast,1.0,1.0,12.525,0.0,0.0,12.525,22.0,02/01/2019 10:37:00,1546421820.0,2,2019.0,10,37,02/01/2019 11:37:00,1546425420.0,2,2019.0,11,37,0,Normal
UK,Perth,Rapid,0.05,0.05,1.33,0.72,0.96,26.6,50.0,02/01/2019 10:57:00,1546423020.0,2,2019.0,10,57,02/01/2019 11:00:00,1546423200.0,2,2019.0,11,0,0,Normal
UK,Pitlochry,Rapid,0.22,0.22,7.03,0.0,0.0,31.955,50.0,02/01/2019 11:03:00,1546423380.0,2,2019.0,11,3,02/01/2019 11:16:00,1546424160.0,2,2019.0,11,16,0,Normal
UK,Perth,Rapid,0.55,0.55,3.872,1.12,4.34,7.04,50.0,02/01/2019 11:09:00,1546423740.0,2,2019.0,11,9,02/01/2019 11:42:00,1546425720.0,2,2019.0,11,42,0,Normal
UK,Perth,Rapid,0.35,0.35,13.71,0.68,9.32,39.171,50.0,02/01/2019 11:14:00,1546424040.0,2,2019.0,11,14,02/01/2019 11:35:00,1546425300.0,2,2019.0,11,35,0,Normal
UK,Perth,Rapid,2.63,2.63,24.433,0.27,6.6,9.29,50.0,02/01/2019 11:15:00,1546424100.0,2,2019.0,11,15,02/01/2019 13:53:00,1546433580.0,2,2019.0,13,53,0,Normal
UK,Blairgowrie,Rapid,0.43,0.43,7.24,0.0,0.0,16.837,50.0,02/01/2019 11:24:00,1546424640.0,2,2019.0,11,24,02/01/2019 11:50:00,1546426200.0,2,2019.0,11,50,0,Normal
UK,Auchterarder,Rapid,0.5,0.5,1.37,0.94,1.29,2.74,50.0,02/01/2019 11:30:00,1546425000.0,2,2019.0,11,30,02/01/2019 12:00:00,1546426800.0,2,2019.0,12,0,0,Normal
UK,Perth,Rapid,0.1,0.1,1.147,0.1,0.11,11.47,50.0,02/01/2019 11:33:00,1546425180.0,2,2019.0,11,33,02/01/2019 11:39:00,1546425540.0,2,2019.0,11,39,0,Normal
UK,Perth,Rapid,0.53,0.53,9.76,0.91,8.88,18.415,50.0,02/01/2019 11:36:00,1546425360.0,2,2019.0,11,36,02/01/2019 12:08:00,1546427280.0,2,2019.0,12,8,0,Normal
UK,Perth,Rapid,0.12,0.12,2.297,0.0,0.0,19.142,50.0,02/01/2019 11:39:00,1546425540.0,2,2019.0,11,39,02/01/2019 11:46:00,1546425960.0,2,2019.0,11,46,0,Normal
UK,Perth,Rapid,0.33,0.33,12.95,0.54,6.99,39.242,50.0,02/01/2019 11:41:00,1546425660.0,2,2019.0,11,41,02/01/2019 12:01:00,1546426860.0,2,2019.0,12,1,0,Normal
UK,Kinross,Rapid,0.58,0.58,8.78,0.94,8.25,15.138,50.0,02/01/2019 11:42:00,1546425720.0,2,2019.0,11,42,02/01/2019 12:17:00,1546427820.0,2,2019.0,12,17,0,Normal
UK,Pitlochry,Rapid,1.43,1.43,26.89,0.5,13.45,18.804,50.0,02/01/2019 11:45:00,1546425900.0,2,2019.0,11,45,02/01/2019 13:11:00,1546431060.0,2,2019.0,13,11,0,Normal
UK,Kinross,Rapid,0.4,0.4,10.79,0.0,0.0,26.975,50.0,02/01/2019 11:52:00,1546426320.0,2,2019.0,11,52,02/01/2019 12:16:00,1546427760.0,2,2019.0,12,16,0,Normal
UK,Perth,Fast,0.47,0.47,1.591,0.0,0.0,3.385,22.0,02/01/2019 12:01:00,1546426860.0,2,2019.0,12,1,02/01/2019 12:29:00,1546428540.0,2,2019.0,12,29,0,Normal
UK,Auchterarder,Rapid,0.25,0.25,8.0,0.0,0.0,32.0,50.0,02/01/2019 12:05:00,1546427100.0,2,2019.0,12,5,02/01/2019 12:20:00,1546428000.0,2,2019.0,12,20,0,Normal
UK,Perth,Fast,4.02,4.02,39.894,0.41,16.36,9.924,22.0,02/01/2019 12:15:00,1546427700.0,2,2019.0,12,15,02/01/2019 16:16:00,1546442160.0,2,2019.0,16,16,0,Normal
UK,Auchterarder,Rapid,0.07,0.07,2.79,0.0,0.0,39.857,50.0,02/01/2019 12:20:00,1546428000.0,2,2019.0,12,20,02/01/2019 12:24:00,1546428240.0,2,2019.0,12,24,0,Normal
UK,Pitlochry,Fast,0.83,0.83,4.9,0.74,3.63,5.904,22.0,02/01/2019 12:26:00,1546428360.0,2,2019.0,12,26,02/01/2019 13:16:00,1546431360.0,2,2019.0,13,16,0,Normal
UK,Auchterarder,Rapid,0.68,0.68,18.36,0.26,4.77,27.0,50.0,02/01/2019 12:27:00,1546428420.0,2,2019.0,12,27,02/01/2019 13:08:00,1546430880.0,2,2019.0,13,8,0,Normal
UK,Dunkeld,Rapid,0.78,0.78,7.49,0.83,6.22,9.603,50.0,02/01/2019 12:31:00,1546428660.0,2,2019.0,12,31,02/01/2019 13:18:00,1546431480.0,2,2019.0,13,18,0,Normal
UK,Perth,Rapid,0.48,0.48,1.8,0.94,1.69,3.75,50.0,02/01/2019 12:36:00,1546428960.0,2,2019.0,12,36,02/01/2019 13:05:00,1546430700.0,2,2019.0,13,5,0,Normal
UK,Perth,Rapid,1.02,1.02,23.53,0.0,0.0,23.069,50.0,02/01/2019 12:42:00,1546429320.0,2,2019.0,12,42,02/01/2019 13:43:00,1546432980.0,2,2019.0,13,43,0,Normal
UK,Perth,Fast,0.27,0.27,5.44,0.0,0.0,20.148,22.0,02/01/2019 12:43:00,1546429380.0,2,2019.0,12,43,02/01/2019 12:59:00,1546430340.0,2,2019.0,12,59,0,Normal
UK,Blairgowrie,Rapid,0.48,0.48,7.6,0.0,0.0,15.833,50.0,02/01/2019 12:46:00,1546429560.0,2,2019.0,12,46,02/01/2019 13:15:00,1546431300.0,2,2019.0,13,15,0,Normal
UK,Dunkeld,Rapid,7.05,7.05,32.637,0.42,13.71,4.629,50.0,02/01/2019 13:06:00,1546430760.0,2,2019.0,13,6,02/01/2019 20:09:00,1546456140.0,2,2019.0,20,9,0,Normal
UK,Blairgowrie,Rapid,0.78,0.78,16.04,0.69,11.07,20.564,50.0,02/01/2019 13:19:00,1546431540.0,2,2019.0,13,19,02/01/2019 14:06:00,1546434360.0,2,2019.0,14,6,0,Normal
UK,Pitlochry,Rapid,0.35,0.35,5.56,0.98,5.45,15.886,50.0,02/01/2019 13:27:00,1546432020.0,2,2019.0,13,27,02/01/2019 13:48:00,1546433280.0,2,2019.0,13,48,0,Normal
UK,Kinross,Rapid,0.5,0.5,19.38,0.41,7.95,38.76,50.0,02/01/2019 13:31:00,1546432260.0,2,2019.0,13,31,02/01/2019 14:01:00,1546434060.0,2,2019.0,14,1,0,Normal
UK,Auchterarder,Rapid,0.68,0.68,26.2,0.0,0.0,38.529,50.0,02/01/2019 13:36:00,1546432560.0,2,2019.0,13,36,02/01/2019 14:17:00,1546435020.0,2,2019.0,14,17,0,Normal
UK,Kinross,Rapid,0.33,0.33,11.72,0.96,11.25,35.515,50.0,02/01/2019 13:38:00,1546432680.0,2,2019.0,13,38,02/01/2019 13:58:00,1546433880.0,2,2019.0,13,58,0,Normal
UK,Perth,Fast,4.85,4.85,8.986,0.0,0.0,1.853,22.0,02/01/2019 13:45:00,1546433100.0,2,2019.0,13,45,02/01/2019 18:36:00,1546450560.0,2,2019.0,18,36,0,Normal
UK,Dunkeld,Rapid,0.6,0.6,6.34,0.0,0.0,10.567,50.0,02/01/2019 13:54:00,1546433640.0,2,2019.0,13,54,02/01/2019 14:30:00,1546435800.0,2,2019.0,14,30,0,Normal
UK,Perth,Rapid,0.73,0.73,32.54,0.0,0.0,44.575,50.0,02/01/2019 13:58:00,1546433880.0,2,2019.0,13,58,02/01/2019 14:42:00,1546436520.0,2,2019.0,14,42,0,Normal
UK,Pitlochry,Rapid,1.27,1.27,20.612,0.0,0.0,16.23,50.0,02/01/2019 14:00:00,1546434000.0,2,2019.0,14,0,02/01/2019 15:16:00,1546438560.0,2,2019.0,15,16,0,Normal
UK,Perth,Rapid,0.67,0.67,23.74,1.15,27.3,35.433,50.0,02/01/2019 14:09:00,1546434540.0,2,2019.0,14,9,02/01/2019 14:49:00,1546436940.0,2,2019.0,14,49,0,Normal
UK,Pitlochry,Rapid,0.75,0.75,13.104,0.46,6.03,17.472,50.0,02/01/2019 14:25:00,1546435500.0,2,2019.0,14,25,02/01/2019 15:10:00,1546438200.0,2,2019.0,15,10,0,Normal
UK,Perth,Rapid,0.23,0.23,9.17,0.0,0.0,39.87,50.0,02/01/2019 14:26:00,1546435560.0,2,2019.0,14,26,02/01/2019 14:40:00,1546436400.0,2,2019.0,14,40,0,Normal
UK,Perth,Fast,0.18,0.18,0.975,0.79,0.77,5.417,22.0,02/01/2019 14:48:00,1546436880.0,2,2019.0,14,48,02/01/2019 14:59:00,1546437540.0,2,2019.0,14,59,0,Normal
UK,Kinross,Rapid,0.48,0.48,13.27,0.0,0.0,27.646,50.0,02/01/2019 14:53:00,1546437180.0,2,2019.0,14,53,02/01/2019 15:22:00,1546438920.0,2,2019.0,15,22,0,Normal
UK,Perth,Rapid,0.3,0.3,7.0,0.49,3.43,23.333,50.0,02/01/2019 15:05:00,1546437900.0,2,2019.0,15,5,02/01/2019 15:23:00,1546438980.0,2,2019.0,15,23,0,Normal
UK,Auchterarder,Rapid,0.9,0.9,27.52,1.29,35.5,30.578,50.0,02/01/2019 15:07:00,1546438020.0,2,2019.0,15,7,02/01/2019 16:01:00,1546441260.0,2,2019.0,16,1,0,Normal
UK,Perth,Rapid,0.18,0.18,3.682,0.0,0.0,20.456,50.0,02/01/2019 15:13:00,1546438380.0,2,2019.0,15,13,02/01/2019 15:24:00,1546439040.0,2,2019.0,15,24,0,Normal
UK,Perth,Rapid,0.62,0.62,21.22,0.0,0.0,34.226,50.0,02/01/2019 15:21:00,1546438860.0,2,2019.0,15,21,02/01/2019 15:58:00,1546441080.0,2,2019.0,15,58,0,Normal
UK,Pitlochry,Rapid,0.47,0.47,14.69,0.0,0.0,31.255,50.0,02/01/2019 15:46:00,1546440360.0,2,2019.0,15,46,02/01/2019 16:14:00,1546442040.0,2,2019.0,16,14,0,Normal
UK,Perth,Rapid,0.77,0.77,16.42,0.69,11.33,21.325,50.0,02/01/2019 15:49:00,1546440540.0,2,2019.0,15,49,02/01/2019 16:35:00,1546443300.0,2,2019.0,16,35,0,Normal
UK,Perth,Fast,0.38,0.38,1.499,0.0,0.0,3.945,22.0,02/01/2019 16:01:00,1546441260.0,2,2019.0,16,1,02/01/2019 16:24:00,1546442640.0,2,2019.0,16,24,0,Normal
UK,Crieff,Rapid,0.37,0.37,6.6,0.0,0.0,17.838,50.0,02/01/2019 16:06:00,1546441560.0,2,2019.0,16,6,02/01/2019 16:28:00,1546442880.0,2,2019.0,16,28,0,Normal
UK,Perth,Rapid,0.53,0.53,17.76,0.0,0.0,33.509,50.0,02/01/2019 16:09:00,1546441740.0,2,2019.0,16,9,02/01/2019 16:41:00,1546443660.0,2,2019.0,16,41,0,Normal
UK,Perth,Rapid,0.25,0.25,5.07,0.0,0.0,20.28,50.0,02/01/2019 16:11:00,1546441860.0,2,2019.0,16,11,02/01/2019 16:26:00,1546442760.0,2,2019.0,16,26,0,Normal
UK,Perth,Rapid,0.68,0.68,25.24,0.88,22.21,37.118,50.0,02/01/2019 16:27:00,1546442820.0,2,2019.0,16,27,02/01/2019 17:08:00,1546445280.0,2,2019.0,17,8,0,Normal
UK,Crieff,Rapid,1.63,1.63,31.13,1.21,37.67,19.098,50.0,02/01/2019 16:30:00,1546443000.0,2,2019.0,16,30,02/01/2019 18:08:00,1546448880.0,2,2019.0,18,8,0,Normal
UK,Auchterarder,Rapid,0.47,0.47,13.7,0.0,0.0,29.149,50.0,02/01/2019 16:36:00,1546443360.0,2,2019.0,16,36,02/01/2019 17:04:00,1546445040.0,2,2019.0,17,4,0,Normal
UK,Pitlochry,Rapid,0.37,0.37,10.14,1.14,11.56,27.405,50.0,02/01/2019 17:20:00,1546446000.0,2,2019.0,17,20,02/01/2019 17:42:00,1546447320.0,2,2019.0,17,42,0,Normal
UK,Kinross,Fast,14.48,14.48,24.35,0.1,2.44,1.682,22.0,02/01/2019 17:22:00,1546446120.0,2,2019.0,17,22,03/01/2019 07:51:00,1546498260.0,3,2019.0,7,51,0,Normal
UK,Perth,Rapid,0.42,0.42,16.01,0.0,0.0,38.119,50.0,02/01/2019 17:46:00,1546447560.0,2,2019.0,17,46,02/01/2019 18:11:00,1546449060.0,2,2019.0,18,11,0,Normal
UK,Perth,Fast,0.2,0.2,3.649,0.0,0.0,18.245,22.0,02/01/2019 17:46:00,1546447560.0,2,2019.0,17,46,02/01/2019 17:58:00,1546448280.0,2,2019.0,17,58,0,Normal
UK,Perth,Rapid,1.0,1.0,15.18,1.11,16.85,15.18,50.0,02/01/2019 17:56:00,1546448160.0,2,2019.0,17,56,02/01/2019 18:56:00,1546451760.0,2,2019.0,18,56,0,Normal
UK,Pitlochry,Rapid,0.62,0.62,19.28,1.17,22.56,31.097,50.0,02/01/2019 17:57:00,1546448220.0,2,2019.0,17,57,02/01/2019 18:34:00,1546450440.0,2,2019.0,18,34,0,Normal
UK,Kinross,Rapid,0.63,0.63,21.32,0.39,8.31,33.841,50.0,02/01/2019 18:10:00,1546449000.0,2,2019.0,18,10,02/01/2019 18:48:00,1546451280.0,2,2019.0,18,48,0,Normal
UK,Perth,Rapid,0.58,0.58,21.53,0.46,9.9,37.121,50.0,02/01/2019 18:17:00,1546449420.0,2,2019.0,18,17,02/01/2019 18:52:00,1546451520.0,2,2019.0,18,52,0,Normal
UK,Perth,Fast,0.37,0.37,1.59,0.79,1.26,4.297,22.0,02/01/2019 18:27:00,1546450020.0,2,2019.0,18,27,02/01/2019 18:49:00,1546451340.0,2,2019.0,18,49,0,Normal
UK,Kinross,Rapid,0.28,0.28,9.26,0.0,0.0,33.071,50.0,02/01/2019 18:33:00,1546450380.0,2,2019.0,18,33,02/01/2019 18:50:00,1546451400.0,2,2019.0,18,50,0,Normal
UK,Aberfeldy,Rapid,0.83,0.83,13.78,0.0,0.0,16.602,50.0,02/01/2019 18:35:00,1546450500.0,2,2019.0,18,35,02/01/2019 19:25:00,1546453500.0,2,2019.0,19,25,0,Normal
UK,Perth,Rapid,0.3,0.3,12.53,0.56,7.02,41.767,50.0,02/01/2019 18:57:00,1546451820.0,2,2019.0,18,57,02/01/2019 19:15:00,1546452900.0,2,2019.0,19,15,0,Normal
UK,Kinross,Rapid,0.42,0.42,16.69,1.14,19.03,39.738,50.0,02/01/2019 19:07:00,1546452420.0,2,2019.0,19,7,02/01/2019 19:32:00,1546453920.0,2,2019.0,19,32,0,Normal
UK,Auchterarder,Rapid,0.18,0.18,1.94,0.0,0.0,10.778,50.0,02/01/2019 19:08:00,1546452480.0,2,2019.0,19,8,02/01/2019 19:19:00,1546453140.0,2,2019.0,19,19,0,Normal
UK,Perth,Rapid,0.73,0.73,13.23,0.85,11.25,18.123,50.0,02/01/2019 19:18:00,1546453080.0,2,2019.0,19,18,02/01/2019 20:02:00,1546455720.0,2,2019.0,20,2,0,Normal
UK,Kinross,Rapid,0.17,0.17,6.71,0.0,0.0,39.471,50.0,02/01/2019 19:20:00,1546453200.0,2,2019.0,19,20,02/01/2019 19:30:00,1546453800.0,2,2019.0,19,30,0,Normal
UK,Kinross,Rapid,0.05,0.05,0.19,0.36,0.07,3.8,50.0,02/01/2019 19:28:00,1546453680.0,2,2019.0,19,28,02/01/2019 19:31:00,1546453860.0,2,2019.0,19,31,0,Normal
UK,Kinross,Rapid,0.28,0.28,7.7,0.0,0.0,27.5,50.0,02/01/2019 19:33:00,1546453980.0,2,2019.0,19,33,02/01/2019 19:50:00,1546455000.0,2,2019.0,19,50,0,Normal
UK,Perth,Rapid,0.3,0.3,11.47,0.0,0.0,38.233,50.0,02/01/2019 19:35:00,1546454100.0,2,2019.0,19,35,02/01/2019 19:53:00,1546455180.0,2,2019.0,19,53,0,Normal
UK,Kinross,Rapid,0.58,0.58,23.72,0.0,0.0,40.897,50.0,02/01/2019 19:47:00,1546454820.0,2,2019.0,19,47,02/01/2019 20:22:00,1546456920.0,2,2019.0,20,22,0,Normal
UK,Crieff,Rapid,0.2,0.2,7.2,0.31,2.23,36.0,50.0,02/01/2019 22:52:00,1546465920.0,2,2019.0,22,52,02/01/2019 23:04:00,1546466640.0,2,2019.0,23,4,0,Normal
