,Charging event,User ID,CP ID,Connector,Start Date,Start Time,End Date,End Time,Total kWh,Cost,Site,Group,Model,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16
72,11682469,604735H,50692,2,31/01/2021,17:12,31/01/2021,17:47,11.64,0.0,"Dundee Ice Arena, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT Triple Rapid Charger,,,804E2D5A707C04,
73,11682422,621994,51425,2,31/01/2021,17:06,31/01/2021,17:30,8.688,1.68,"Princes Street Charging Hub, Dundee",APT Controls; APT test; CYC; ChargePlace Scotland; Dundee City Council,APT 50kW Raption,,,8.0617E+13,Porsche Taycan
74,11682402,604781H,50240,1,31/01/2021,17:02,01/02/2021,07:56,11.49,0.0,"Gellatly Street Car Park, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Dual Outlet,,,804E2D5A6F2004,
75,11682362,614716,51549,2,31/01/2021,16:58,31/01/2021,17:18,9.65,1.82,"Lochee Charging Hub, Aimer Square, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 50kW Raption,,,8062CBA2892104,Nissan LEAF
76,11682358,608881,51595,2,31/01/2021,16:57,31/01/2021,17:09,5.57,1.21,"Queen Street Charging Hub, Dundee",APT Controls; APT test; CYC; ChargePlace Scotland; Dundee City Council,APT 50kW Raption,,,803B7D9A404B04,Nissan LEAF
77,11682351,626024,51548,1,31/01/2021,16:56,31/01/2021,17:26,19.22,3.26,"Lochee Charging Hub, Aimer Square, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 50kW Raption,,,80616992665C04,BMW i3
78,11682290,616577,51584,3,31/01/2021,16:48,31/01/2021,17:35,15.299,0.0,"Lochee Charging Hub, Aimer Square, Dundee",APT Controls; APT test; CYC; ChargePlace Scotland; Dundee City Council,APT 50kW Raption,,,8062CBA2676004,Renault ZOE
79,11682256,606977,50692,2,31/01/2021,16:43,31/01/2021,17:00,7.94,1.57,"Dundee Ice Arena, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT Triple Rapid Charger,,,804D1CA26D4A04,Nissan LEAF
80,11682223,625088,50675,2,31/01/2021,16:39,01/02/2021,07:52,33.31,5.37,"Olympia Multi-Storey Car Park, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Dual Outlet,,,8.0617E+13,BMW i3
81,11682179,610778,51550,2,31/01/2021,16:33,31/01/2021,17:29,17.377,2.98,"Lochee Charging Hub, Aimer Square, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 50kW Raption,,,805E81C2613304,Nissan LEAF
82,11682145,621472,52667,1,31/01/2021,16:30,31/01/2021,18:11,125.166,19.15,Green Market HGV,Dundee City Council Private,Swarco Raption 150 CCS/CHA,,,8062FB2A5A4304,
83,11682105,602180,51585,2,31/01/2021,16:27,31/01/2021,17:27,27.692,0.0,"Lochee Charging Hub, Aimer Square, Dundee",APT Controls; APT test; CYC; ChargePlace Scotland; Dundee City Council,APT 50kW Raption,,,804E2D62115204,Nissan LEAF
84,11682089,622882,51594,3,31/01/2021,16:25,31/01/2021,16:50,2.625,0.77,"Queen Street Charging Hub, Dundee",APT Controls; APT test; CYC; ChargePlace Scotland; Dundee City Council,APT 50kW Raption,,,806169923F4804,Peugeot e-2008
85,11682039,610653,51547,2,31/01/2021,16:20,31/01/2021,17:04,3.874,0.96,"Lochee Charging Hub, Aimer Square, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 50kW Raption,,,805E81C2124004,Nissan LEAF
86,11682017,604903H,50339,2,31/01/2021,16:17,31/01/2021,16:53,11.35,0.0,"Public Works Dept, Clepington Road, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT Triple Rapid Charger,,,804E2D5A5A7304,
87,11682012,628777,51592,2,31/01/2021,16:17,31/01/2021,16:20,1.244,0.56,"Queen Street Charging Hub, Dundee",APT Controls; APT test; CYC; ChargePlace Scotland; Dundee City Council,APT 50kW Raption,,,805F6172247304,Nissan LEAF
88,11681955,602180,51550,2,31/01/2021,16:11,31/01/2021,16:26,6.403,0.0,"Lochee Charging Hub, Aimer Square, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 50kW Raption,,,804E2D62115204,Nissan LEAF
89,11681930,625085,51425,1,31/01/2021,16:08,31/01/2021,16:35,21.227,3.56,"Princes Street Charging Hub, Dundee",APT Controls; APT test; CYC; ChargePlace Scotland; Dundee City Council,APT 50kW Raption,,,8.0617E+13,BMW i3
90,11681854,607855,51584,2,31/01/2021,15:59,31/01/2021,16:41,14.361,2.53,"Lochee Charging Hub, Aimer Square, Dundee",APT Controls; APT test; CYC; ChargePlace Scotland; Dundee City Council,APT 50kW Raption,,,803E699A3F2D04,Nissan LEAF
91,11681768,624029,51422,1,31/01/2021,15:50,31/01/2021,17:07,22.4,3.74,"Princes Street Charging Hub, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 50kW Raption,,,806169926C4F04,Renault ZOE
92,11681716,610684,51592,2,31/01/2021,15:43,31/01/2021,15:55,4.768,1.09,"Queen Street Charging Hub, Dundee",APT Controls; APT test; CYC; ChargePlace Scotland; Dundee City Council,APT 50kW Raption,,,805E81C22B8D04,Nissan LEAF
93,11681708,614969,51549,2,31/01/2021,15:42,31/01/2021,16:23,20.977,3.52,"Lochee Charging Hub, Aimer Square, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 50kW Raption,,,8062CBA28E5604,Nissan LEAF
94,11681695,617635,51421,2,31/01/2021,15:41,31/01/2021,16:21,12.572,2.26,"Princes Street Charging Hub, Dundee",APT Controls; APT test; CYC; ChargePlace Scotland; Dundee City Council,APT 50kW Raption,,,8062CBA24C3504,Nissan LEAF
95,11681690,625591,51585,1,31/01/2021,15:40,31/01/2021,16:17,27.236,4.46,"Lochee Charging Hub, Aimer Square, Dundee",APT Controls; APT test; CYC; ChargePlace Scotland; Dundee City Council,APT 50kW Raption,,,8.06E+14,BMW i3
96,11681599,626023,51593,1,31/01/2021,15:30,31/01/2021,16:02,23.971,3.97,"Queen Street Charging Hub, Dundee",APT Controls; APT test; CYC; ChargePlace Scotland; Dundee City Council,APT 50kW Raption,,,8.0617E+13,BMW i3
97,11681511,625554,51547,1,31/01/2021,15:22,31/01/2021,15:59,23.193,3.85,"Lochee Charging Hub, Aimer Square, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 50kW Raption,,,80616992541C04,Volkswagen ID.3
98,11681428,607263,51424,1,31/01/2021,15:13,31/01/2021,15:52,29.331,4.77,"Princes Street Charging Hub, Dundee",APT Controls; APT test; CYC; ChargePlace Scotland; Dundee City Council,APT 50kW Raption,,,804D1CA2208A04,Nissan LEAF
99,11681337,625085,51425,1,31/01/2021,15:03,31/01/2021,15:33,15.837,2.75,"Princes Street Charging Hub, Dundee",APT Controls; APT test; CYC; ChargePlace Scotland; Dundee City Council,APT 50kW Raption,,,8.0617E+13,BMW i3
100,11681162,626573,52667,1,31/01/2021,14:45,31/01/2021,16:21,188.463,28.64,Green Market HGV,Dundee City Council Private,Swarco Raption 150 CCS/CHA,,,8062E2CA662104,
101,11681098,610648,50912,1,31/01/2021,14:39,31/01/2021,17:46,13.996,2.47,"Lochee Charging Hub, Aimer Square, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 22kW Dual Outlet,,,805F466A7C4704,Hyundai Ioniq
102,11681094,603776,51547,2,31/01/2021,14:38,31/01/2021,15:00,5.129,1.14,"Lochee Charging Hub, Aimer Square, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 50kW Raption,,,804F0BC2446F04,Peugeot iOn
103,11681083,618928,51585,2,31/01/2021,14:37,31/01/2021,14:52,2.593,0.76,"Lochee Charging Hub, Aimer Square, Dundee",APT Controls; APT test; CYC; ChargePlace Scotland; Dundee City Council,APT 50kW Raption,,,805F5612907004,Nissan LEAF
104,11681061,618247,51594,1,31/01/2021,14:34,31/01/2021,15:14,21.602,0.0,"Queen Street Charging Hub, Dundee",APT Controls; APT test; CYC; ChargePlace Scotland; Dundee City Council,APT 50kW Raption,,,805F560A885304,Tesla Model 3
105,11681019,609004,50840,2,31/01/2021,14:30,31/01/2021,20:08,13.48,0.0,"Ardler Complex, Turnberry Avenue, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Dual Outlet,,,803B7D9A6A0C04,Renault ZOE
106,11680958,621994,51426,1,31/01/2021,14:23,31/01/2021,17:03,84.468,13.05,"Princes Street Charging Hub, Dundee",APT Controls; APT test; CYC; ChargePlace Scotland; Dundee City Council,APT 50kW Raption,,,8.0617E+13,Porsche Taycan
107,11680937,613013,51584,2,31/01/2021,14:22,31/01/2021,15:23,30.547,4.96,"Lochee Charging Hub, Aimer Square, Dundee",APT Controls; APT test; CYC; ChargePlace Scotland; Dundee City Council,APT 50kW Raption,,,805E81FA756004,Nissan LEAF
108,11680783,614750,51421,2,31/01/2021,14:07,31/01/2021,14:27,3.37,0.88,"Princes Street Charging Hub, Dundee",APT Controls; APT test; CYC; ChargePlace Scotland; Dundee City Council,APT 50kW Raption,,,8062CBA2916704,Nissan LEAF
109,11680744,629761,51598,1,31/01/2021,14:03,31/01/2021,19:20,10.417,1.94,"Queen Street Charging Hub, Dundee",APT Controls; APT test; CYC; ChargePlace Scotland; Dundee City Council,APT 22kW Dual Outlet,,,805F6172125C04,Peugeot 3008
110,11680721,619296,51088,2,31/01/2021,14:02,31/01/2021,15:17,7.151,0.0,"Gellatly Street Car Park, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Dual Outlet,,,805F560A783504,Nissan LEAF
111,11680665,604265,51088,1,31/01/2021,13:56,31/01/2021,18:40,6.991,0.0,"Gellatly Street Car Park, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Dual Outlet,,,804E2D5A737E04,Nissan LEAF
112,11680668,529569,51550,2,31/01/2021,13:56,31/01/2021,14:24,10.78,1.99,"Lochee Charging Hub, Aimer Square, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 50kW Raption,,,8065B0AA380D04,Nissan LEAF
113,11680513,615609,50268,2,31/01/2021,13:40,31/01/2021,18:08,7.85,0.0,"Housing Office West, Aimer Square, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Dual Outlet,,,8062CBA2612504,
114,11680490,614750,51421,2,31/01/2021,13:37,31/01/2021,14:07,12.816,2.3,"Princes Street Charging Hub, Dundee",APT Controls; APT test; CYC; ChargePlace Scotland; Dundee City Council,APT 50kW Raption,,,8062CBA2916704,Nissan LEAF
115,11680491,612534,51422,1,31/01/2021,13:37,31/01/2021,14:25,25.906,4.26,"Princes Street Charging Hub, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 50kW Raption,,,805E806A624704,Volkswagen e-Golf
116,11680480,610653,51549,2,31/01/2021,13:36,31/01/2021,14:21,3.879,0.96,"Lochee Charging Hub, Aimer Square, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 50kW Raption,,,805E81C2124004,Nissan LEAF
117,11680456,527492,50910,2,31/01/2021,13:34,31/01/2021,23:30,20.884,3.51,"Dock Street, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 22kW Dual Outlet,,,80650B32415404,Nissan LEAF
118,11680447,607753,51584,2,31/01/2021,13:33,31/01/2021,13:57,8.66,1.67,"Lochee Charging Hub, Aimer Square, Dundee",APT Controls; APT test; CYC; ChargePlace Scotland; Dundee City Council,APT 50kW Raption,,,804377FA2E5B04,Nissan LEAF
119,11680441,526584,51547,2,31/01/2021,13:32,31/01/2021,13:56,11.516,2.1,"Lochee Charging Hub, Aimer Square, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 50kW Raption,,,8062E162584304,Nissan LEAF
120,11680402,612949,51428,1,31/01/2021,13:28,31/01/2021,15:31,13.449,2.39,"Princes Street Charging Hub, Dundee",APT Controls; APT test; CYC; ChargePlace Scotland; Dundee City Council,APT 22kW Dual Outlet,,,805E8182285204,Nissan LEAF
121,11680377,614716,51585,2,31/01/2021,13:26,31/01/2021,13:56,6.163,1.3,"Lochee Charging Hub, Aimer Square, Dundee",APT Controls; APT test; CYC; ChargePlace Scotland; Dundee City Council,APT 50kW Raption,,,8062CBA2892104,Nissan LEAF
122,11680306,618778,51426,2,31/01/2021,13:18,31/01/2021,14:18,26.059,4.28,"Princes Street Charging Hub, Dundee",APT Controls; APT test; CYC; ChargePlace Scotland; Dundee City Council,APT 50kW Raption,,,805F560A531F04,Nissan LEAF
123,11680297,601052,51424,2,31/01/2021,13:17,31/01/2021,14:02,9.4,0.0,"Princes Street Charging Hub, Dundee",APT Controls; APT test; CYC; ChargePlace Scotland; Dundee City Council,APT 50kW Raption,,,804F0BC2775C04,Nissan LEAF
124,11680265,611642,50267,1,31/01/2021,13:14,01/02/2021,07:39,7.01,0.0,"Social Work Building, Jack Martin Way, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Dual Outlet,,,805E81FA211704,
125,11680251,617635,51584,2,31/01/2021,13:12,31/01/2021,13:31,5.956,1.27,"Lochee Charging Hub, Aimer Square, Dundee",APT Controls; APT test; CYC; ChargePlace Scotland; Dundee City Council,APT 50kW Raption,,,8062CBA24C3504,Nissan LEAF
126,11680124,618928,51585,2,31/01/2021,13:00,31/01/2021,13:21,6.124,1.29,"Lochee Charging Hub, Aimer Square, Dundee",APT Controls; APT test; CYC; ChargePlace Scotland; Dundee City Council,APT 50kW Raption,,,805F5612907004,Nissan LEAF
127,11680117,619619,51421,1,31/01/2021,12:59,31/01/2021,13:20,13.603,2.42,"Princes Street Charging Hub, Dundee",APT Controls; APT test; CYC; ChargePlace Scotland; Dundee City Council,APT 50kW Raption,,,805F56125A6504,BMW 530e
128,11680093,614716,51549,2,31/01/2021,12:57,31/01/2021,13:16,11.304,2.07,"Lochee Charging Hub, Aimer Square, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 50kW Raption,,,8062CBA2892104,Nissan LEAF
129,11680041,620520,50269,1,31/01/2021,12:52,31/01/2021,17:00,23.5,3.9,"Housing Office East, Midmill Road, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Dual Outlet,,,805F5612582E04,Nissan LEAF
130,11680005,615824,50267,2,31/01/2021,12:49,31/01/2021,16:00,7.01,0.0,"Social Work Building, Jack Martin Way, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Dual Outlet,,,8062CBA25C1704,
131,11680007,607753,51584,2,31/01/2021,12:49,31/01/2021,13:09,11.301,2.07,"Lochee Charging Hub, Aimer Square, Dundee",APT Controls; APT test; CYC; ChargePlace Scotland; Dundee City Council,APT 50kW Raption,,,804377FA2E5B04,Nissan LEAF
132,11680001,604768H,50841,2,31/01/2021,12:49,31/01/2021,15:54,7.71,0.0,"Brington Place Sheltered Housing, Dundee",Dundee City Council Private,APT 7kW Dual Outlet,,,804E2D5A6F7504,
133,11679993,603907,50373,2,31/01/2021,12:48,31/01/2021,15:53,16.86,0.0,"Janet Brougham House, Banchory Road, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Dual Outlet,,,804E2D5A713504,Nissan LEAF
134,11679953,604826H,50265,2,31/01/2021,12:44,31/01/2021,18:33,12.27,0.0,"Turriff House, Rannoch Road, Dundee",CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Dual Outlet,,,804E2D5A6E8A04,
135,11679955,610684,51547,2,31/01/2021,12:44,31/01/2021,13:01,3.943,0.97,"Lochee Charging Hub, Aimer Square, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 50kW Raption,,,805E81C22B8D04,Nissan LEAF
136,11679835,604904H,50841,1,31/01/2021,12:31,31/01/2021,15:55,8.9,0.0,"Brington Place Sheltered Housing, Dundee",Dundee City Council Private,APT 7kW Dual Outlet,,,804E2D5A5B4304,
137,11679820,617474,51454,2,31/01/2021,12:29,31/01/2021,19:52,34.76,0.0,"Alexander Street, Dundee",APT Controls; APT test; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Dual Outlet,,,8062CBA2875204,MG ZS EV
138,11679803,625590,51425,1,31/01/2021,12:27,31/01/2021,13:57,34.305,5.52,"Princes Street Charging Hub, Dundee",APT Controls; APT test; CYC; ChargePlace Scotland; Dundee City Council,APT 50kW Raption,,,8.0617E+13,BMW i3
139,11679659,610684,51550,2,31/01/2021,12:13,31/01/2021,12:28,4.364,1.03,"Lochee Charging Hub, Aimer Square, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 50kW Raption,,,805E81C22B8D04,Nissan LEAF
140,11679650,624502,51421,2,31/01/2021,12:13,31/01/2021,12:35,9.069,1.74,"Princes Street Charging Hub, Dundee",APT Controls; APT test; CYC; ChargePlace Scotland; Dundee City Council,APT 50kW Raption,,,8.0617E+13,Nissan LEAF
141,11679584,620718,51422,1,31/01/2021,12:06,31/01/2021,12:51,21.951,0.0,"Princes Street Charging Hub, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 50kW Raption,,,805F5612157D04,MG ZS EV
142,11679577,610653,51584,2,31/01/2021,12:05,31/01/2021,12:44,3.775,0.94,"Lochee Charging Hub, Aimer Square, Dundee",APT Controls; APT test; CYC; ChargePlace Scotland; Dundee City Council,APT 50kW Raption,,,805E81C2124004,Nissan LEAF
143,11679494,526233,52567,2,31/01/2021,11:55,03/02/2021,16:49,26.909,4.41,"South Tay Street, Dundee",APT Controls; APT test; CYC; ChargePlace Scotland; Dundee City Council,APT 22kW Dual Outlet,,,8062E252642704,
144,11679439,604781H,51088,2,31/01/2021,11:51,31/01/2021,13:07,7.355,0.0,"Gellatly Street Car Park, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Dual Outlet,,,804E2D5A6F2004,
145,11679422,618928,51585,2,31/01/2021,11:49,31/01/2021,12:15,8.759,1.69,"Lochee Charging Hub, Aimer Square, Dundee",APT Controls; APT test; CYC; ChargePlace Scotland; Dundee City Council,APT 50kW Raption,,,805F5612907004,Nissan LEAF
146,11679403,625591,51594,1,31/01/2021,11:47,31/01/2021,11:59,6.54,1.36,"Queen Street Charging Hub, Dundee",APT Controls; APT test; CYC; ChargePlace Scotland; Dundee City Council,APT 50kW Raption,,,8.06E+14,BMW i3
147,11679388,607855,51547,2,31/01/2021,11:45,31/01/2021,12:23,15.72,2.73,"Lochee Charging Hub, Aimer Square, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 50kW Raption,,,803E699A3F2D04,Nissan LEAF
148,11679373,614730,51454,1,31/01/2021,11:44,31/01/2021,15:21,22.33,3.72,"Alexander Street, Dundee",APT Controls; APT test; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Dual Outlet,,,8062CBA23C2504,Nissan LEAF
149,11679362,612890,51426,2,31/01/2021,11:43,31/01/2021,12:44,14.602,0.0,"Princes Street Charging Hub, Dundee",APT Controls; APT test; CYC; ChargePlace Scotland; Dundee City Council,APT 50kW Raption,,,805E81FA523204,Nissan LEAF
150,11679308,529569,51549,2,31/01/2021,11:37,31/01/2021,12:07,12.492,2.25,"Lochee Charging Hub, Aimer Square, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 50kW Raption,,,8065B0AA380D04,Nissan LEAF
151,11679079,617162,50913,1,31/01/2021,11:12,31/01/2021,12:28,15.018,0.0,"Lochee Charging Hub, Aimer Square, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 22kW Dual Outlet,,,8062CBA25C7604,Renault ZOE
152,11679074,612185,51421,2,31/01/2021,11:11,31/01/2021,11:33,6.803,1.4,"Princes Street Charging Hub, Dundee",APT Controls; APT test; CYC; ChargePlace Scotland; Dundee City Council,APT 50kW Raption,,,805E806A667004,Nissan LEAF
153,11678988,621472,52667,1,31/01/2021,11:01,31/01/2021,12:39,193.244,29.36,Green Market HGV,Dundee City Council Private,Swarco Raption 150 CCS/CHA,,,8062FB2A5A4304,
154,11678784,613790,51422,1,31/01/2021,10:38,31/01/2021,11:45,22.715,0.0,"Princes Street Charging Hub, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 50kW Raption,,,8062160A399904,Tesla Model S
155,11678470,616334,51426,2,31/01/2021,10:02,31/01/2021,10:31,13.809,2.45,"Princes Street Charging Hub, Dundee",APT Controls; APT test; CYC; ChargePlace Scotland; Dundee City Council,APT 50kW Raption,,,8062CBA2756904,Nissan LEAF
156,11678435,625085,51425,1,31/01/2021,09:58,31/01/2021,10:55,33.31,5.37,"Princes Street Charging Hub, Dundee",APT Controls; APT test; CYC; ChargePlace Scotland; Dundee City Council,APT 50kW Raption,,,8.0617E+13,BMW i3
157,11678382,626505,51422,1,31/01/2021,09:52,31/01/2021,10:10,10.721,0.0,"Princes Street Charging Hub, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 50kW Raption,,,8062E2CA654504,Vauxhall Corsa-e
158,11678348,616334,51426,2,31/01/2021,09:48,31/01/2021,09:52,2.166,0.7,"Princes Street Charging Hub, Dundee",APT Controls; APT test; CYC; ChargePlace Scotland; Dundee City Council,APT 50kW Raption,,,8062CBA2756904,Nissan LEAF
159,11678297,625590,51585,1,31/01/2021,09:42,31/01/2021,09:51,2.343,0.73,"Lochee Charging Hub, Aimer Square, Dundee",APT Controls; APT test; CYC; ChargePlace Scotland; Dundee City Council,APT 50kW Raption,,,8.0617E+13,BMW i3
160,11678162,620520,51422,2,31/01/2021,09:25,31/01/2021,09:39,9.528,1.8,"Princes Street Charging Hub, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 50kW Raption,,,805F5612582E04,Nissan LEAF
161,11677994,626023,51426,1,31/01/2021,09:03,31/01/2021,09:43,22.23,3.71,"Princes Street Charging Hub, Dundee",APT Controls; APT test; CYC; ChargePlace Scotland; Dundee City Council,APT 50kW Raption,,,8.0617E+13,BMW i3
162,11677991,610653,51549,2,31/01/2021,09:02,31/01/2021,10:03,4.526,1.05,"Lochee Charging Hub, Aimer Square, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 50kW Raption,,,805E81C2124004,Nissan LEAF
163,11677975,610651,51585,2,31/01/2021,09:01,31/01/2021,09:27,9.532,1.8,"Lochee Charging Hub, Aimer Square, Dundee",APT Controls; APT test; CYC; ChargePlace Scotland; Dundee City Council,APT 50kW Raption,,,805E802A7F3204,Multiple vehicles available
164,11677947,626024,51584,1,31/01/2021,08:57,31/01/2021,09:48,32.698,5.28,"Lochee Charging Hub, Aimer Square, Dundee",APT Controls; APT test; CYC; ChargePlace Scotland; Dundee City Council,APT 50kW Raption,,,80616992665C04,BMW i3
